id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,raw_data,created_at
134,134,6105,Indenização recebida a título de incentivo a demissão,01/01/2014,"",Valor correspondente a incentivo a demissão em Programas de Demissão Voluntária - PDV,"","{""NOME"": ""Indenização recebida a título de incentivo a demissão"", ""DTFIM"": null, ""CODIGO"": 6105, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente a incentivo a demissão em Programas de Demissão Voluntária - PDV"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
135,135,6106,Multa do art. 477 da CLT,01/01/2014,"","Valor devido ao trabalhador por atraso no pagamento de rescisão do contrato de trabalho (art. 477 da CLT, § 8º)","","{""NOME"": ""Multa do art. 477 da CLT"", ""DTFIM"": null, ""CODIGO"": 6106, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor devido ao trabalhador por atraso no pagamento de rescisão do contrato de trabalho (art. 477 da CLT, § 8º)"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
136,136,6107,Indenização por quebra de estabilidade,01/01/2014,"","Valor correspondente a indenização por desligamento durante período de estabilidade legal, ou estabilidade derivada de acordo ou convenção coletiva de trabalho","","{""NOME"": ""Indenização por quebra de estabilidade"", ""DTFIM"": null, ""CODIGO"": 6107, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente a indenização por desligamento durante período de estabilidade legal, ou estabilidade derivada de acordo ou convenção coletiva de trabalho"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
137,137,6108,Tempo de espera do motorista profissional,01/01/2014,"",Valor correspondente ao tempo de espera do motorista profissional,"","{""NOME"": ""Tempo de espera do motorista profissional"", ""DTFIM"": null, ""CODIGO"": 6108, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente ao tempo de espera do motorista profissional"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
138,138,6119,Indenização rescisória - Programa Emergencial de Manutenção do Emprego e da Renda,01/04/2020,"",Indenização pela dispensa sem justa causa que ocorrer durante o período de garantia provisória no emprego de que trata o Programa Emergencial de Manutenção do Emprego e da Renda,"","{""NOME"": ""Indenização rescisória - Programa Emergencial de Manutenção do Emprego e da Renda"", ""DTFIM"": null, ""CODIGO"": 6119, ""DTINICIO"": 1042020, ""DESCRICAO"": ""Indenização pela dispensa sem justa causa que ocorrer durante o período de garantia provisória no emprego de que trata o Programa Emergencial de Manutenção do Emprego e da Renda"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
139,139,6129,Outras verbas não remuneratórias (indenizatórias ou multas),01/01/2014,"","Valor correspondente a parcelas indenizatórias ou outras multas previstas em leis ou em Instrumentos Coletivos de Trabalho, exceto as previstas nos demais itens","","{""NOME"": ""Outras verbas não remuneratórias (indenizatórias ou multas)"", ""DTFIM"": null, ""CODIGO"": 6129, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente a parcelas indenizatórias ou outras multas previstas em leis ou em Instrumentos Coletivos de Trabalho, exceto as previstas nos demais itens"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
140,140,6901,Desconto do aviso prévio,01/01/2014,"","Valor descontado do trabalhador que tenha pedido demissão e não cumpriu aviso prévio, total ou parcialmente","","{""NOME"": ""Desconto do aviso prévio"", ""DTFIM"": null, ""CODIGO"": 6901, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor descontado do trabalhador que tenha pedido demissão e não cumpriu aviso prévio, total ou parcialmente"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
141,141,6904,Multa prevista no art. 480 da CLT,01/01/2014,"","Valor descontado do empregado pela rescisão antecipada, por iniciativa do empregado, do contrato de trabalho a termo","","{""NOME"": ""Multa prevista no art. 480 da CLT"", ""DTFIM"": null, ""CODIGO"": 6904, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor descontado do empregado pela rescisão antecipada, por iniciativa do empregado, do contrato de trabalho a termo"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
142,142,7001,Proventos,01/01/2014,"",Valor dos proventos de Aposentadoria a servidor público,"","{""NOME"": ""Proventos"", ""DTFIM"": null, ""CODIGO"": 7001, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor dos proventos de Aposentadoria a servidor público"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
143,143,7002,Proventos - Pensão por morte Civil,01/01/2014,"",Valor dos proventos por morte a beneficiário de servidor público,"","{""NOME"": ""Proventos - Pensão por morte Civil"", ""DTFIM"": null, ""CODIGO"": 7002, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor dos proventos por morte a beneficiário de servidor público"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
144,144,7003,Proventos - Reserva,01/01/2014,"",Valor dos proventos a militar da reserva remunerada,"","{""NOME"": ""Proventos - Reserva"", ""DTFIM"": null, ""CODIGO"": 7003, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor dos proventos a militar da reserva remunerada"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
145,145,7004,Proventos - Reforma,01/01/2014,"",Valor dos proventos a militar reformado,"","{""NOME"": ""Proventos - Reforma"", ""DTFIM"": null, ""CODIGO"": 7004, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor dos proventos a militar reformado"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
146,146,7005,Pensão Militar,01/01/2014,"",Valor da pensão a beneficiário de militar,"","{""NOME"": ""Pensão Militar"", ""DTFIM"": null, ""CODIGO"": 7005, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor da pensão a beneficiário de militar"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
147,147,7006,Auxílio-reclusão,01/01/2014,"",Valor de auxílio-reclusão para o servidor público de baixa renda,"","{""NOME"": ""Auxílio-reclusão"", ""DTFIM"": null, ""CODIGO"": 7006, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor de auxílio-reclusão para o servidor público de baixa renda"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
148,148,7007,Pensões especiais,01/01/2014,"",Valor das pensões de caráter especial diferentes de pensão por morte,"","{""NOME"": ""Pensões especiais"", ""DTFIM"": null, ""CODIGO"": 7007, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor das pensões de caráter especial diferentes de pensão por morte"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
149,149,7008,Complementação de aposentadoria/ pensão,01/01/2014,"",Valor relativo à complementação de aposentadoria/pensão vinculada ao Regime Geral de Previdência Social - RGPS,"","{""NOME"": ""Complementação de aposentadoria/ pensão"", ""DTFIM"": null, ""CODIGO"": 7008, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor relativo à complementação de aposentadoria/pensão vinculada ao Regime Geral de Previdência Social - RGPS"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
150,150,9200,Desconto de adiantamentos,01/01/2014,"","Valor relativo a descontos a título de adiantamentos em geral, como de salários e outros, exceto a 1ª parcela do 13° salário","","{""NOME"": ""Desconto de adiantamentos"", ""DTFIM"": null, ""CODIGO"": 9200, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor relativo a descontos a título de adiantamentos em geral, como de salários e outros, exceto a 1ª parcela do 13° salário"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
151,151,9201,Contribuição previdenciária,01/01/2014,"",Desconto a título de contribuição previdenciária,"","{""NOME"": ""Contribuição previdenciária"", ""DTFIM"": null, ""CODIGO"": 9201, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto a título de contribuição previdenciária"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
152,152,9202,Contribuição militar,01/01/2014,"",Desconto relativo à seguridade do militar e seus dependentes,"","{""NOME"": ""Contribuição militar"", ""DTFIM"": null, ""CODIGO"": 9202, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto relativo à seguridade do militar e seus dependentes"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
153,153,9203,Imposto de Renda Retido na Fonte,01/01/2014,"",Desconto a título de Imposto de Renda Retido na Fonte - IRRF,"","{""NOME"": ""Imposto de Renda Retido na Fonte"", ""DTFIM"": null, ""CODIGO"": 9203, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto a título de Imposto de Renda Retido na Fonte - IRRF"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
154,154,9205,Provisão de contribuição previdenciária,01/01/2014,"",Desconto efetuado em recibos de férias relativo a provisão de contribuição previdenciária,"","{""NOME"": ""Provisão de contribuição previdenciária"", ""DTFIM"": null, ""CODIGO"": 9205, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto efetuado em recibos de férias relativo a provisão de contribuição previdenciária"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
155,155,9207,Faltas,01/01/2014,"","Desconto decorrente de ausência de trabalho durante todo o dia em razão de, por exemplo, falta injustificada, suspensão disciplinar, greve","","{""NOME"": ""Faltas"", ""DTFIM"": null, ""CODIGO"": 9207, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto decorrente de ausência de trabalho durante todo o dia em razão de, por exemplo, falta injustificada, suspensão disciplinar, greve"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
156,156,9208,Atrasos,01/01/2014,"","Desconto decorrente de ausência de trabalho em razão de, por exemplo, atrasos no início da jornada de trabalho ou de saída antecipada do trabalhador","","{""NOME"": ""Atrasos"", ""DTFIM"": null, ""CODIGO"": 9208, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto decorrente de ausência de trabalho em razão de, por exemplo, atrasos no início da jornada de trabalho ou de saída antecipada do trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
157,157,9209,Faltas ou atrasos,01/01/2014,"","Desconto correspondente a faltas, atrasos no início da jornada de trabalho ou à saída antecipada do trabalhador","","{""NOME"": ""Faltas ou atrasos"", ""DTFIM"": null, ""CODIGO"": 9209, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto correspondente a faltas, atrasos no início da jornada de trabalho ou à saída antecipada do trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
158,158,9210,DSR s/faltas e atrasos,01/01/2014,"","Desconto correspondente ao Descanso Semanal Remunerado - DSR, calculado sobre faltas e atrasos do trabalhador","","{""NOME"": ""DSR s/faltas e atrasos"", ""DTFIM"": null, ""CODIGO"": 9210, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto correspondente ao Descanso Semanal Remunerado - DSR, calculado sobre faltas e atrasos do trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
159,159,9211,DSR sobre faltas,01/01/2014,"","Desconto correspondente ao Descanso Semanal Remunerado - DSR, calculado sobre faltas do trabalhador","","{""NOME"": ""DSR sobre faltas"", ""DTFIM"": null, ""CODIGO"": 9211, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto correspondente ao Descanso Semanal Remunerado - DSR, calculado sobre faltas do trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
160,160,9212,DSR sobre atrasos,01/01/2014,"","Desconto correspondente ao Descanso Semanal Remunerado - DSR, calculado sobre atrasos do trabalhador","","{""NOME"": ""DSR sobre atrasos"", ""DTFIM"": null, ""CODIGO"": 9212, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto correspondente ao Descanso Semanal Remunerado - DSR, calculado sobre atrasos do trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
161,161,9213,Pensão alimentícia,01/01/2014,"","Desconto correspondente a pensão alimentícia sobre o salário mensal, 13° salário, PLR e férias","","{""NOME"": ""Pensão alimentícia"", ""DTFIM"": null, ""CODIGO"": 9213, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto correspondente a pensão alimentícia sobre o salário mensal, 13° salário, PLR e férias"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
162,162,9214,13° salário - Desconto de adiantamento,01/01/2014,"",Desconto de antecipação do 13° salário,"","{""NOME"": ""13° salário - Desconto de adiantamento"", ""DTFIM"": null, ""CODIGO"": 9214, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto de antecipação do 13° salário"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
163,163,9216,Desconto de vale-transporte,01/01/2014,"",Desconto do vale-transporte referente a participação do trabalhador no custo ou em virtude de concessão do benefício em valor maior,"","{""NOME"": ""Desconto de vale-transporte"", ""DTFIM"": null, ""CODIGO"": 9216, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto do vale-transporte referente a participação do trabalhador no custo ou em virtude de concessão do benefício em valor maior"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
164,164,9217,Contribuição a Outras Entidades e Fundos,01/01/2014,"","Desconto relativo a contribuições destinadas a outras entidades e fundos (Terceiros), como por exemplo, Sest, Senat, etc., devidas por algumas categorias de contribuintes individuais","","{""NOME"": ""Contribuição a Outras Entidades e Fundos"", ""DTFIM"": null, ""CODIGO"": 9217, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto relativo a contribuições destinadas a outras entidades e fundos (Terceiros), como por exemplo, Sest, Senat, etc., devidas por algumas categorias de contribuintes individuais"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
165,165,9218,Retenções judiciais,01/01/2014,"","Desconto relativo a retenções de verbas devidas a trabalhadores por ordem judicial, exceto pensão alimentícia","","{""NOME"": ""Retenções judiciais"", ""DTFIM"": null, ""CODIGO"": 9218, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto relativo a retenções de verbas devidas a trabalhadores por ordem judicial, exceto pensão alimentícia"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
166,166,9219,Desconto de assistência médica ou odontológica - Plano coletivo empresarial,01/01/2014,"","Desconto referente a participação do trabalhador no custo de assistência médica ou odontológica, ou em virtude de concessão do benefício em valor maior, nos casos de plano coletivo empresarial","","{""NOME"": ""Desconto de assistência médica ou odontológica - Plano coletivo empresarial"", ""DTFIM"": null, ""CODIGO"": 9219, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente a participação do trabalhador no custo de assistência médica ou odontológica, ou em virtude de concessão do benefício em valor maior, nos casos de plano coletivo empresarial"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
168,168,9221,Desconto de férias,01/01/2014,"",Valor correspondente a remuneração (dias) de férias do mês corrente pago no mês anterior ou adiantamento de férias,"","{""NOME"": ""Desconto de férias"", ""DTFIM"": null, ""CODIGO"": 9221, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente a remuneração (dias) de férias do mês corrente pago no mês anterior ou adiantamento de férias"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
169,169,9222,Desconto de outros impostos e contribuições,01/01/2014,"","Desconto de outros impostos, taxas e contribuições, exceto Imposto de Renda Retido na Fonte, contribuição previdenciária e contribuições destinadas a outras entidades e fundos (Terceiros)","","{""NOME"": ""Desconto de outros impostos e contribuições"", ""DTFIM"": null, ""CODIGO"": 9222, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto de outros impostos, taxas e contribuições, exceto Imposto de Renda Retido na Fonte, contribuição previdenciária e contribuições destinadas a outras entidades e fundos (Terceiros)"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
170,170,9223,Previdência complementar - Parte do empregado,01/01/2014,"",Desconto referente a participação do trabalhador no custo ou em virtude de concessão do benefício em valor maior,"","{""NOME"": ""Previdência complementar - Parte do empregado"", ""DTFIM"": null, ""CODIGO"": 9223, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente a participação do trabalhador no custo ou em virtude de concessão do benefício em valor maior"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
171,171,9224,FAPI - Parte do empregado,01/01/2014,"","Desconto referente a participação do trabalhador no custo de Fundo de Aposentadoria Programada Individual - FAPI, ou em virtude de concessão do benefício em valor maior","","{""NOME"": ""FAPI - Parte do empregado"", ""DTFIM"": null, ""CODIGO"": 9224, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente a participação do trabalhador no custo de Fundo de Aposentadoria Programada Individual - FAPI, ou em virtude de concessão do benefício em valor maior"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
172,172,9225,Previdência complementar - Parte do servidor,01/01/2014,"",Desconto referente a participação do trabalhador no custeio de Plano de Previdência Complementar do Servidor Público,"","{""NOME"": ""Previdência complementar - Parte do servidor"", ""DTFIM"": null, ""CODIGO"": 9225, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente a participação do trabalhador no custeio de Plano de Previdência Complementar do Servidor Público"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
173,173,9226,Desconto de férias - Abono,01/01/2014,"",Desconto correspondente ao abono de férias pago no mês anterior ou adiantamento de férias,"","{""NOME"": ""Desconto de férias - Abono"", ""DTFIM"": null, ""CODIGO"": 9226, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto correspondente ao abono de férias pago no mês anterior ou adiantamento de férias"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
174,174,9230,Contribuição sindical laboral,01/01/2014,"",Valor correspondente ao desconto da contribuição laboral correspondente a um dia de trabalho a título de contribuição sindical,"","{""NOME"": ""Contribuição sindical laboral"", ""DTFIM"": null, ""CODIGO"": 9230, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente ao desconto da contribuição laboral correspondente a um dia de trabalho a título de contribuição sindical"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
175,175,9231,Mensalidade sindical ou associativa,01/01/2014,"",Valor correspondente ao desconto referente a mensalidade sindical ou associativa do trabalhador,"","{""NOME"": ""Mensalidade sindical ou associativa"", ""DTFIM"": null, ""CODIGO"": 9231, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente ao desconto referente a mensalidade sindical ou associativa do trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
176,176,9232,Contribuição sindical - Assistencial,01/01/2014,"",Valor correspondente ao desconto da contribuição destinada ao custeio das atividades assistenciais do sindicato,"","{""NOME"": ""Contribuição sindical - Assistencial"", ""DTFIM"": null, ""CODIGO"": 9232, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente ao desconto da contribuição destinada ao custeio das atividades assistenciais do sindicato"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
177,177,9233,Contribuição sindical - Confederativa,01/01/2014,"",Valor correspondente ao desconto da contribuição destinada ao custeio do sistema confederativo,"","{""NOME"": ""Contribuição sindical - Confederativa"", ""DTFIM"": null, ""CODIGO"": 9233, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor correspondente ao desconto da contribuição destinada ao custeio do sistema confederativo"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
178,178,9240,Alimentação concedida em pecúnia - Desconto,01/01/2014,"",Desconto referente à alimentação concedida sob a forma de pecúnia,"","{""NOME"": ""Alimentação concedida em pecúnia - Desconto"", ""DTFIM"": null, ""CODIGO"": 9240, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente à alimentação concedida sob a forma de pecúnia"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
179,179,9241,"Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",01/01/2014,"","Desconto referente à participação do trabalhador no custo de alimentação concedida sob a forma de ticket ou cartão, por empresa vinculada ao Programa de Alimentação do Trabalhador - PAT","","{""NOME"": ""Alimentação em ticket ou cartão, vinculada ao PAT - Desconto"", ""DTFIM"": null, ""CODIGO"": 9241, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente à participação do trabalhador no custo de alimentação concedida sob a forma de ticket ou cartão, por empresa vinculada ao Programa de Alimentação do Trabalhador - PAT"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
196,196,9901,Base de cálculo da contribuição previdenciária,01/01/2014,"",Valor total da base de cálculo da contribuição previdenciária,"","{""NOME"": ""Base de cálculo da contribuição previdenciária"", ""DTFIM"": null, ""CODIGO"": 9901, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor total da base de cálculo da contribuição previdenciária"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
180,180,9242,"Alimentação em ticket ou cartão, não vinculada ao PAT - Desconto",01/01/2014,"","Desconto referente à participação do trabalhador no custo de alimentação concedida sob a forma de ticket ou cartão, por empresa não vinculada ao PAT","","{""NOME"": ""Alimentação em ticket ou cartão, não vinculada ao PAT - Desconto"", ""DTFIM"": null, ""CODIGO"": 9242, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente à participação do trabalhador no custo de alimentação concedida sob a forma de ticket ou cartão, por empresa não vinculada ao PAT"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
181,181,9243,"Cesta básica ou refeição, vinculada ao PAT - Desconto",01/01/2014,"","Desconto referente à participação do trabalhador no custo de alimentação concedida sob a forma de cesta básica ou refeição, por empresa vinculada ao PAT","","{""NOME"": ""Cesta básica ou refeição, vinculada ao PAT - Desconto"", ""DTFIM"": null, ""CODIGO"": 9243, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente à participação do trabalhador no custo de alimentação concedida sob a forma de cesta básica ou refeição, por empresa vinculada ao PAT"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
182,182,9244,"Cesta básica ou refeição, não vinculada ao PAT - Desconto",01/01/2014,"","Desconto referente à participação do trabalhador no custo de alimentação concedida sob a forma de cesta básica ou refeição, por empresa não vinculada ao PAT","","{""NOME"": ""Cesta básica ou refeição, não vinculada ao PAT - Desconto"", ""DTFIM"": null, ""CODIGO"": 9244, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente à participação do trabalhador no custo de alimentação concedida sob a forma de cesta básica ou refeição, por empresa não vinculada ao PAT"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
183,183,9250,Seguro de vida - Desconto,01/01/2014,"",Desconto referente a participação do trabalhador no custo ou em virtude de concessão do benefício em valor maior,"","{""NOME"": ""Seguro de vida - Desconto"", ""DTFIM"": null, ""CODIGO"": 9250, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto referente a participação do trabalhador no custo ou em virtude de concessão do benefício em valor maior"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
184,184,9253,Empréstimos eConsignado - Desconto,01/07/2024,"",Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica,"","{""NOME"": ""Empréstimos eConsignado - Desconto"", ""DTFIM"": null, ""CODIGO"": 9253, ""DTINICIO"": 1072024, ""DESCRICAO"": ""Desconto de trabalhadores a título de empréstimos na modalidade eConsignado para repasse à instituição financeira consignatária recolhido em guia do FGTS conforme legislação específica"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
185,185,9254,Empréstimos consignados - Desconto,01/01/2014,"","Desconto de trabalhadores a título de empréstimos consignados, para repasse a instituição financeira consignatária","","{""NOME"": ""Empréstimos consignados - Desconto"", ""DTFIM"": null, ""CODIGO"": 9254, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto de trabalhadores a título de empréstimos consignados, para repasse a instituição financeira consignatária"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
186,186,9255,Empréstimos do empregador - Desconto,01/01/2014,"",Desconto de trabalhadores a título de empréstimos efetuados pelo empregador ao trabalhador,"","{""NOME"": ""Empréstimos do empregador - Desconto"", ""DTFIM"": null, ""CODIGO"": 9255, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto de trabalhadores a título de empréstimos efetuados pelo empregador ao trabalhador"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
187,187,9258,Convênios,01/01/2014,"","Desconto relativos a convênios diversos com empresas para fornecimento de produtos ou serviços ao empregado, sem pagamento imediato, mas com posterior desconto em folha de pagamento como farmácias, supermercados, etc.","","{""NOME"": ""Convênios"", ""DTFIM"": null, ""CODIGO"": 9258, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto relativos a convênios diversos com empresas para fornecimento de produtos ou serviços ao empregado, sem pagamento imediato, mas com posterior desconto em folha de pagamento como farmácias, supermercados, etc."", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
188,188,9260,FIES - Desconto,01/05/2018,"","Desconto referente à amortização de financiamento do Fundo de Financiamento Estudantil (FIES), para repasse à instituição consignatária","","{""NOME"": ""FIES - Desconto"", ""DTFIM"": null, ""CODIGO"": 9260, ""DTINICIO"": 1052018, ""DESCRICAO"": ""Desconto referente à amortização de financiamento do Fundo de Financiamento Estudantil (FIES), para repasse à instituição consignatária"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
189,189,9270,Danos e prejuízos causados pelo trabalhador,01/01/2014,"",Desconto do trabalhador para reparar danos e prejuízos por ele causados,"","{""NOME"": ""Danos e prejuízos causados pelo trabalhador"", ""DTFIM"": null, ""CODIGO"": 9270, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Desconto do trabalhador para reparar danos e prejuízos por ele causados"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
191,191,9291,Abate-teto,01/01/2014,"",Valor deduzido da remuneração total do segurado que supere o teto remuneratório constitucional,"","{""NOME"": ""Abate-teto"", ""DTFIM"": null, ""CODIGO"": 9291, ""DTINICIO"": 1012014, ""DESCRICAO"": ""Valor deduzido da remuneração total do segurado que supere o teto remuneratório constitucional"", ""INCIDENCIAEXCLUSIVAEMPREGADO"": null}",2026-03-28 11:15:29.753318
