id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at
253,,253,585,DESC. MENS. SINDICAL MES ANTERIOR,9231 - Contribuição Sindical - Associativa,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
254,,254,586,DESC. CONTRIB. SINDICAL,9230 - Contribuição Sindical - Compulsória,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","9 - Artigo 4º, inciso II, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
255,,255,587,DESC. CONTRIB. CONFEDERATIVA,9233 - Contribuição sindical - Confederativa,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
256,,256,590,DESC. CONTRIB. ASSISTENCIAL MES ANTERIOR,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
257,,257,591,DESC. CONTRIB. COLABORATIVA LABORAL,9232 - Contribuição Sindical - Assistencial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
258,,258,592,DESC. CONTRIB. ASSISTENCIAL,9232 - Contribuição Sindical - Assistencial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
259,,259,594,DESC. CONTRIB. SOC. LABORAL ANCINE,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
260,,260,595,DESC. CONTRIB. NEGOCIAL,9233 - Contribuição sindical - Confederativa,0,79,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
261,,261,596,DESC. I.N.S.S. S/13º SALARIO,9201 - Contribuição Previdenciária,32,12,0,Rubrica com inconsistência de IRRF,"31 - Artigo 28, § 9º da Lei n° 8.212/91","41 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
262,,262,596,DESC. I.N.S.S. S/13º SALARIO,9201 - Contribuição Previdenciária,32,12,0,Rubrica com inconsistência de IRRF,"32 - Artigo 28, § 9º da Lei n° 8.212/91","42 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
263,,263,596,DESC. I.N.S.S. S/13º SALARIO,9201 - Contribuição Previdenciária,32,12,0,Rubrica com inconsistência de IRRF,http://www.planalto.gov.br/ccivil_03/LEIS/L8212cons.htm,"9 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
264,,264,597,DESC. D.S.R. S/FALTAS (DIAS) MES ANTERIOR,9210 - DSR s/faltas e atrasos,11,11,11,-,http://www.planalto.gov.br/ccivil_03/LEIS/L8212cons.htm,11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
265,,265,599,DESC H.E PAGO MAIOR,1003 - Horas extraordinárias,11,11,11,-,http://www.planalto.gov.br/ccivil_03/LEIS/L8212cons.htm,11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
266,,266,600,DESC. ACIDENTE DE TRABALHO (F.G.T.S.),9932 - Auxílio - doença acidentário,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 48 da Lei nº 8.541/92,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
267,,267,600,DESC. ACIDENTE DE TRABALHO (F.G.T.S.),9932 - Auxílio - doença acidentário,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",79 - Artigo 48 da Lei nº 8.541/92,12 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
268,,268,600,DESC. ACIDENTE DE TRABALHO (F.G.T.S.),9932 - Auxílio - doença acidentário,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",http://www.planalto.gov.br/ccivil_03/leis/l7713.htm,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
269,,269,601,DESC. AUXILIO DOENCA,9933 - Auxílio-doença,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",http://www.planalto.gov.br/ccivil_03/leis/l7713.htm,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
270,,270,605,DESC. ASSIST. ODONTO. DEPENDENTE,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",http://www.planalto.gov.br/ccivil_03/leis/l7713.htm,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
271,,271,606,DESC. ASSIST. ODONTO. DEPENDENTE,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,9,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
272,,272,607,DESC. ASSIST. MEDICA,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
273,,273,610,DESC. VT NAO UTILIZADO MES ANTERIOR,9216 - Desconto de vale transporte,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
274,,274,611,DESC. VALE ALIMENTACAO - CCT,"9241 - Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
275,,275,612,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
276,,276,612,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
277,,277,612,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
278,,278,612,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
279,,279,614,DESC. EMPRESTIMO BV,9254 - Empréstimos consignados - desconto,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
280,,280,615,DESC. ASS. MÉDICA MES ANTERIOR,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
281,,281,616,DESC. CONTRIB. ASSISTENCIAL,9232 - Contribuição Sindical - Assistencial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
282,,282,619,DESC. ASS. MÉDICA DEP.,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
283,,283,621,DESC. BB DETAL,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
284,,284,624,DESC. VALE REFEIÇÃO - CCT,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
285,,285,626,DESC. ATRASO/FALTA HORAS MES ANTERIOR,9209 - Faltas ou atrasos,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
286,,286,627,DESC. ADIANT. NORMAL(DENTRO DO MES),9200 - Desconto de Adiantamentos,0,11,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
287,,287,627,DESC. ADIANT. NORMAL(DENTRO DO MES),9200 - Desconto de Adiantamentos,0,11,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
288,,288,631,DESC. ASSIST. ODONT. SINTACLUNS,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
289,,289,632,DESC. CONT.. COLAB. LAB. CABINEIROS,9232 - Contribuição Sindical - Assistencial,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
290,,290,635,DIF EMPRESTIMO,9254 - Empréstimos consignados - desconto,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
291,,291,638,DESC. ASSIST. ODONT. DEP. SINTACLUNS,9219 - Desconto de assistência médica ou odontológica - Plano coletivo empresarial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",67 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
292,,292,640,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
293,,293,640,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
294,,294,640,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
295,,295,640,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
296,,296,641,DESC. I.N.S.S. (FÉRIAS),9201 - Contribuição Previdenciária,31,13,0,Rubrica com inconsistência de IRRF,"31 - Artigo 28, § 9º da Lei n° 8.212/91","41 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
297,,297,641,DESC. I.N.S.S. (FÉRIAS),9201 - Contribuição Previdenciária,31,13,0,Rubrica com inconsistência de IRRF,"32 - Artigo 28, § 9º da Lei n° 8.212/91","42 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
298,,298,641,DESC. I.N.S.S. (FÉRIAS),9201 - Contribuição Previdenciária,31,13,0,Rubrica com inconsistência de IRRF,http://www.planalto.gov.br/ccivil_03/LEIS/L8212cons.htm,"9 - Artigo 4º, inciso IV, da Lei nº 9.250/95",0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
299,,299,642,DESC INSALUBRIDADE INDEVIDO,1202 - Adicional de insalubridade,11,11,11,-,http://www.planalto.gov.br/ccivil_03/LEIS/L8212cons.htm,11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
300,,300,647,DESC. EMPRESTIMO ZIPDIN,9254 - Empréstimos consignados - desconto,0,9,0,-,http://www.planalto.gov.br/ccivil_03/LEIS/L8212cons.htm,9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
301,,301,655,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
302,,302,655,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
303,,303,655,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
304,,304,655,DESC. PENSAO ALIMENTICIA SALARIO,9213 - Pensão alimentícia,0,51,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
305,,305,656,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
306,,306,656,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
307,,307,656,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
308,,308,656,DESC. PENSAO ALIMENTICIA S/13º SALARIO,9213 - Pensão alimentícia,0,52,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
309,,309,657,DESC. PENSAO ALIMENTICIA EM FERIAS,9213 - Pensão alimentícia,0,53,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
310,,310,657,DESC. PENSAO ALIMENTICIA EM FERIAS,9213 - Pensão alimentícia,0,53,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
311,,311,657,DESC. PENSAO ALIMENTICIA EM FERIAS,9213 - Pensão alimentícia,0,53,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
312,,312,657,DESC. PENSAO ALIMENTICIA EM FERIAS,9213 - Pensão alimentícia,0,53,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
313,,313,658,DESC. PENSAO ALIM S/ Férias,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
314,,314,658,DESC. PENSAO ALIM S/ Férias,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
315,,315,658,DESC. PENSAO ALIM S/ Férias,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
316,,316,658,DESC. PENSAO ALIM S/ Férias,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
317,,317,659,DESC. PENSAO ALIMENTICIA ACORDO,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","51 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
318,,318,659,DESC. PENSAO ALIMENTICIA ACORDO,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","52 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
319,,319,659,DESC. PENSAO ALIMENTICIA ACORDO,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","53 - Artigo 4º, inciso IV, da Lei nº 9.250/95","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
320,,320,659,DESC. PENSAO ALIMENTICIA ACORDO,9213 - Pensão alimentícia,0,11,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91","54 - Artigo 3º, § 10 da Lei nº 10.101/2000","0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
321,,321,661,REEMB. VT-SALVADORCARD,1810 - Transporte (Servidores e Empregados Públicos),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,0 - Precedente Administrativo nº 3,,2026-03-29 12:58:13.681214
322,,322,661,REEMB. VT-SALVADORCARD,1810 - Transporte (Servidores e Empregados Públicos),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,"11 - Precedente Administrativo nº 3, Ato Declaratório 04/2002",,2026-03-29 12:58:13.681214
323,,323,663,REEMB. VT-SALVADORCARD NAO CARREGADO,1810 - Transporte (Servidores e Empregados Públicos),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,0 - Precedente Administrativo nº 3,,2026-03-29 12:58:13.681214
324,,324,663,REEMB. VT-SALVADORCARD NAO CARREGADO,1810 - Transporte (Servidores e Empregados Públicos),0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 5º da IN 1500/2014,"11 - Precedente Administrativo nº 3, Ato Declaratório 04/2002",,2026-03-29 12:58:13.681214
325,,325,664,DESC. VALE ALIMENTACAO MES ANTERIOR,"9241 - Alimentação em ticket ou cartão, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
326,,326,667,DESC. MENS. SINDICAL,9231 - Contribuição Sindical - Associativa,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
327,,327,669,ADIC. NOTURNO C/39%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
328,,328,670,ADIC. NOTURNO C/39%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
329,,329,671,DESC. VALE-TRANSPORTE NAO UTILIZADO,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
330,,330,672,DESC. VALE-TRANSPORTE 6%,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
331,,331,673,DESC. CARTAO BHBUS / OTIMO,9299 - Outros descontos,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
332,,332,677,DESC. VALE TRANSP. NAO UTILIZADO MES ANT,9216 - Desconto de vale transporte,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
333,,333,684,ADIC. NOTURNO C/20%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
334,,334,686,DESC. AVISO PREVIO NAO TRABALHADO,6901 - Desconto do aviso-prévio,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
335,,335,689,DESC. VT DIF CCT,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
336,,336,690,DESC. VA E VR DIF CCT,"9243 - Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,-,"0 - Artigo 28, §9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,0 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
337,,337,691,DESC. ANTECIPACAO VT,9216 - Desconto de vale transporte,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigos 3º e 7º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90",,2026-03-29 12:58:13.681214
338,,338,697,ADIC. NOTURNO C/39% MES ANTERIOR,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,,2026-03-29 12:58:13.681214
