id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb,raw_data,created_at
4486,,391,1026,PAGTO. VT E VA - REF FERIADOS,1801-Alimentação,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1026"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""PAGTO. VT E VA - REF FERIADOS"", ""Natureza E-social"": ""1801-Alimentação""}",2026-03-27 16:02:24.74194
4487,,392,1031,DIF. MULTA POR ATRASO DE SALARIO,6129-Outras Indenizações,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1031"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DIF. MULTA POR ATRASO DE SALARIO"", ""Natureza E-social"": ""6129-Outras Indenizações""}",2026-03-27 16:02:24.74194
4488,,393,1032,D.S.R (INTERMITENTE),1012- Descanso semanal remunerado - DSR e feriado,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1032"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""D.S.R (INTERMITENTE)"", ""Natureza E-social"": ""1012- Descanso semanal remunerado - DSR e feriado""}",2026-03-27 16:02:24.74194
4489,,394,1033,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1033"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4490,,395,1034,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1034"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4491,,396,1035,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1035"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4492,,397,1036,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1036"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4493,,398,1037,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1037"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4494,,399,1038,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1038"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4495,,400,1039,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1039"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4496,,401,1040,DESC. EMPRESTIMO ECONSIGNADO FGTS,9253-Empréstimos eConsignado - Desconto,0,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1040"", ""Cód. FGTS"": ""31"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. EMPRESTIMO ECONSIGNADO FGTS"", ""Natureza E-social"": ""9253-Empréstimos eConsignado - Desconto""}",2026-03-27 16:02:24.74194
4497,,402,1041,PAGTO. ASSIST. MEDICA,1629-Ressarcimento de outras despesas,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1041"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""PAGTO. ASSIST. MEDICA"", ""Natureza E-social"": ""1629-Ressarcimento de outras despesas""}",2026-03-27 16:02:24.74194
4498,,403,1042,REEMBOLSO CO PARTICIPACAO A.M.,9299-Outros descontos,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1042"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""REEMBOLSO CO PARTICIPACAO A.M."", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4499,,404,1043,FERIAS EM DOBRO,1024-Férias - o dobro na vigência do contrato,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1043"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""13"", ""Nome Evento"": ""FERIAS EM DOBRO"", ""Natureza E-social"": ""1024-Férias - o dobro na vigência do contrato""}",2026-03-27 16:02:24.74194
4500,,405,1044,AUXILIO ESPECIAL,1899-Outros Auxilios ,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1044"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""AUXILIO ESPECIAL"", ""Natureza E-social"": ""1899-Outros Auxilios ""}",2026-03-27 16:02:24.74194
4501,,406,1045,D.S.R. S/SALARIO AULA,1012- Descanso semanal remunerado - DSR e feriado,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1045"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""D.S.R. S/SALARIO AULA"", ""Natureza E-social"": ""1012- Descanso semanal remunerado - DSR e feriado""}",2026-03-27 16:02:24.74194
4502,,407,1046,ADICIONAL EXTRACLASSE,1211-Gratificações,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1046"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADICIONAL EXTRACLASSE"", ""Natureza E-social"": ""1211-Gratificações""}",2026-03-27 16:02:24.74194
4503,,408,1048,"ADIC. NOTURNO 22,50% - FEVEREIRO",1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1048"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO 22,50% - FEVEREIRO"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4504,,409,1052,"ADIC. NOTURNO 22,50% - JUNHO",1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1052"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO 22,50% - JUNHO"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4505,,410,1053,"ADIC. NOTURNO 22,50% - JULHO",1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1053"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO 22,50% - JULHO"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4506,,411,1055,"ADIC. NOTURNO 22,50% - SETEMBRO",1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1055"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO 22,50% - SETEMBRO"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4507,,412,1056,"ADIC. NOTURNO 22,50% - OUTUBRO",1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1056"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO 22,50% - OUTUBRO"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4508,,413,1057,"ADIC. NOTURNO 22,50% - NOVEMBRO",1205-Adicional noturno,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1057"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""ADIC. NOTURNO 22,50% - NOVEMBRO"", ""Natureza E-social"": ""1205-Adicional noturno""}",2026-03-27 16:02:24.74194
4509,,414,1060,HORAS EXTRAS 50% - FEVEREIRO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1060"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - FEVEREIRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4510,,415,1062,HORAS EXTRAS 50% - ABRIL,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1062"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - ABRIL"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4511,,416,1063,HORAS EXTRAS 50% - MAIO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1063"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - MAIO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4512,,417,1064,HORAS EXTRAS 50% - JUNHO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1064"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - JUNHO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4513,,418,1065,HORAS EXTRAS 50% - JULHO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1065"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - JULHO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4514,,419,1066,HORAS EXTRAS 50% - AGOSTO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1066"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - AGOSTO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4515,,420,1067,HORAS EXTRAS 50% - SETEMBRO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1067"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - SETEMBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4516,,421,1068,HORAS EXTRAS 50% - OUTUBRO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1068"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - OUTUBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4517,,422,1069,HORAS EXTRAS 50% - NOVEMBRO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1069"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 50% - NOVEMBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4518,,423,1073,"H EXTRAS 50% NOT22,50 - FEVEREIRO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1073"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 - FEVEREIRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4519,,424,1076,"H EXTRAS 50% NOT22,50 - MAIO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1076"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 - MAIO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4520,,425,1077,"H EXTRAS 50% NOT22,50 - JUNHO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1077"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 - JUNHO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4521,,426,1078,"H EXTRAS 50% NOT22,50 - JULHO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1078"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 - JULHO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4522,,427,1079,"H EXTRAS 50% NOT22,50 - AGOSTO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1079"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 - AGOSTO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4523,,428,1080,"H EXTRAS 50% NOT22,50 - SETEMBRO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1080"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 - SETEMBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4524,,429,1081,"H EXTRAS 50% NOT22,50 - OUTUBRO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1081"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 - OUTUBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4525,,430,1082,"H EXTRAS 50% NOT22,50 - NOVEMBRO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1082"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 50% NOT22,50 - NOVEMBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4526,,431,1085,HORAS EXTRAS 100% - FEVEREIRO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1085"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% - FEVEREIRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4527,,432,1087,HORAS EXTRAS 100% ABRIL,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1087"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% ABRIL"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4528,,433,1088,HORAS EXTRAS 100% MAIO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1088"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% MAIO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4529,,434,1089,HORAS EXTRAS 100% JUNHO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1089"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% JUNHO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4530,,435,1090,HORAS EXTRAS 100% JULHO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1090"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% JULHO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4531,,436,1091,HORAS EXTRAS 100% - AGOSTO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1091"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% - AGOSTO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4532,,437,1092,HORAS EXTRAS 100% SETEMBRO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1092"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% SETEMBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4533,,438,1093,HORAS EXTRAS 100% OUTUBRO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1093"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% OUTUBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4534,,439,1094,HORAS EXTRAS 100% NOVEMBRO,1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1094"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""HORAS EXTRAS 100% NOVEMBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4535,,440,1097,"H EXTRAS 100% NOT 22,50 FEVEREIRO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1097"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 FEVEREIRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4536,,441,1100,"H EXTRAS 100% NOT 22,50 MAIO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1100"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 MAIO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4537,,442,1101,"H EXTRAS 100% NOT 22,50 JUNHO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1101"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 JUNHO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4538,,443,1102,"H EXTRAS 100% NOT 22,50 JULHO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1102"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 JULHO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4539,,444,1104,"H EXTRAS 100% NOT 22,50 SETEMBRO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1104"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 SETEMBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4540,,445,1105,"H EXTRAS 100% NOT 22,50 OUTUBRO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1105"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 OUTUBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
4541,,446,1106,"H EXTRAS 100% NOT 22,50 NOVEMBRO",1003-Horas extraordinárias,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""1106"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""H EXTRAS 100% NOT 22,50 NOVEMBRO"", ""Natureza E-social"": ""1003-Horas extraordinárias""}",2026-03-27 16:02:24.74194
