id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb,raw_data,created_at
4260,,165,482,ADIC. PERICULOSIDADE S/2ª PARCELA 13º SALARIO,5001-13º salário,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""482"", ""Cód. FGTS"": ""12"", ""Cód. INSS"": ""12"", ""Cód. IRRF"": ""12"", ""Nome Evento"": ""ADIC. PERICULOSIDADE S/2ª PARCELA 13º SALARIO"", ""Natureza E-social"": ""5001-13º salário""}",2026-03-27 16:02:24.74194
4261,,166,483,F.G.T.S. MES ANTERIOR,9908-FGTS - depósito,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""483"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""F.G.T.S. MES ANTERIOR"", ""Natureza E-social"": ""9908-FGTS - depósito""}",2026-03-27 16:02:24.74194
4262,,167,488,DIF. VALE REFEICAO,"1806-Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""488"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DIF. VALE REFEICAO"", ""Natureza E-social"": ""1806-Alimentação em ticket ou cartão, vinculada ao PAT""}",2026-03-27 16:02:24.74194
4263,,168,490,DIF. ASSISTENCIA MEDICA,1405-Assistência médica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""490"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DIF. ASSISTENCIA MEDICA"", ""Natureza E-social"": ""1405-Assistência médica""}",2026-03-27 16:02:24.74194
4264,,169,499,DIF. VALE-TRANSPORTE,1810-Transporte,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""499"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DIF. VALE-TRANSPORTE"", ""Natureza E-social"": ""1810-Transporte""}",2026-03-27 16:02:24.74194
4265,,170,500,DESC. FALTAS (DIAS),9207-Faltas,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""500"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. FALTAS (DIAS)"", ""Natureza E-social"": ""9207-Faltas""}",2026-03-27 16:02:24.74194
4266,,171,501,DESC. FALTAS (HORAS),9209-Faltas ou atrasos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""501"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. FALTAS (HORAS)"", ""Natureza E-social"": ""9209-Faltas ou atrasos""}",2026-03-27 16:02:24.74194
4267,,172,502,DESC. ATRASO/FALTA HORAS,9209-Faltas ou atrados,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""502"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. ATRASO/FALTA HORAS"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-27 16:02:24.74194
4268,,173,503,DESC. D.S.R. S/FALTAS (DIAS),9211-DSR sobre faltas,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""503"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. D.S.R. S/FALTAS (DIAS)"", ""Natureza E-social"": ""9211-DSR sobre faltas""}",2026-03-27 16:02:24.74194
4269,,174,504,DESC. D.S.R. S/FALTAS (HORAS),9210-DSR s/faltas e atrasos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""504"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. D.S.R. S/FALTAS (HORAS)"", ""Natureza E-social"": ""9210-DSR s/faltas e atrasos""}",2026-03-27 16:02:24.74194
4270,,175,505,DESC. ATRASOS/SAIDAS ANTECIPADAS,9209-Faltas ou atrados,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""505"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. ATRASOS/SAIDAS ANTECIPADAS"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-27 16:02:24.74194
4271,,176,506,DESC. ATRASOS/SAIDAS MES ANTERIOR,9209-Faltas ou atrados,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""506"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. ATRASOS/SAIDAS MES ANTERIOR"", ""Natureza E-social"": ""9209-Faltas ou atrados""}",2026-03-27 16:02:24.74194
4272,,177,507,DESC. D.S.R. MES ANTERIOR,9210-DSR s/faltas e atrasos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""507"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. D.S.R. MES ANTERIOR"", ""Natureza E-social"": ""9210-DSR s/faltas e atrasos""}",2026-03-27 16:02:24.74194
4273,,178,509,DESC. DEV. HE/A.N./DSR - MES ANT,9299-Outros descontos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""509"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. DEV. HE/A.N./DSR - MES ANT"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4274,,179,510,DESC. DEVOL.PAGTO A MAIOR,9290-Desconto de pagamento indevido em meses anteriores,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""510"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. DEVOL.PAGTO A MAIOR"", ""Natureza E-social"": ""9290-Desconto de pagamento indevido em meses anteriores""}",2026-03-27 16:02:24.74194
4275,,180,511,DESC. DIF.DISSIDIO,9290-Desconto de pagamento indevido em meses anteriores,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""511"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. DIF.DISSIDIO"", ""Natureza E-social"": ""9290-Desconto de pagamento indevido em meses anteriores""}",2026-03-27 16:02:24.74194
4276,,181,512,DESC. FALTAS HORAS MES ANTERIOR,9209-Faltas ou atrasos,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""512"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. FALTAS HORAS MES ANTERIOR"", ""Natureza E-social"": ""9209-Faltas ou atrasos""}",2026-03-27 16:02:24.74194
4277,,182,516,DESC. ASSIST. ODONTOLOGICA DEPENDENTE,9219-Desconto de assistência médica ou odontológica,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""516"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ASSIST. ODONTOLOGICA DEPENDENTE"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4278,,183,519,DESC. CONTRIB. ASSISTENCIAL LABORAL,9232-Contribuição Sindical – Assistencial,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""519"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL LABORAL"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4279,,184,520,DESC. AVARIA,9270-Danos e prejuízos causados pelo trabalhador,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""520"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. AVARIA"", ""Natureza E-social"": ""9270-Danos e prejuízos causados pelo trabalhador""}",2026-03-27 16:02:24.74194
4280,,185,521,DESC. AVISO PREVIO,6901-Desconto do aviso-prévio,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""521"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. AVISO PREVIO"", ""Natureza E-social"": ""6901-Desconto do aviso-prévio""}",2026-03-27 16:02:24.74194
4281,,186,522,DESC. CO PARTICIPACAO A.M.,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""522"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CO PARTICIPACAO A.M."", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4282,,187,524,DESC. DIF. SALARIO,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""524"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. DIF. SALARIO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4283,,188,525,DESC. PGTO. ANTECIPADO,9200-Desconto de Adiantamentos,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""525"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. PGTO. ANTECIPADO"", ""Natureza E-social"": ""9200-Desconto de Adiantamentos""}",2026-03-27 16:02:24.74194
4284,,189,526,DESC. PLR,9232-Contribuição sindical - Assistencial,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""526"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. PLR"", ""Natureza E-social"": ""9232-Contribuição sindical - Assistencial""}",2026-03-27 16:02:24.74194
4285,,190,530,DESC. VALE-TRANSP DISSIDIO 6%,9216-Desconto de vale-transporte,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""530"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. VALE-TRANSP DISSIDIO 6%"", ""Natureza E-social"": ""9216-Desconto de vale-transporte""}",2026-03-27 16:02:24.74194
4286,,191,537,DESC. ASSIST. MEDICA,9219-Desconto de assistência médica ou odontológica,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""537"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ASSIST. MEDICA"", ""Natureza E-social"": ""9219-Desconto de assistência médica ou odontológica""}",2026-03-27 16:02:24.74194
4287,,192,540,DESC. SALDO NEGATIVO,2930-Insuficiência de saldo,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""540"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. SALDO NEGATIVO"", ""Natureza E-social"": ""2930-Insuficiência de saldo""}",2026-03-27 16:02:24.74194
4288,,193,541,DESC. ARREDONDAMENTO,2999-Arredondamentos,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""541"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. ARREDONDAMENTO"", ""Natureza E-social"": ""2999-Arredondamentos""}",2026-03-27 16:02:24.74194
4289,,194,544,DESC. DIVERSOS,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""544"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. DIVERSOS"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4290,,195,546,DESC. ADIANT. NORMAL (FORAMES),9200-Desconto de Adiantamentos,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""546"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. ADIANT. NORMAL (FORAMES)"", ""Natureza E-social"": ""9200-Desconto de Adiantamentos""}",2026-03-27 16:02:24.74194
4291,,196,547,DESC. ESTACIONAMENTO,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""547"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ESTACIONAMENTO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4292,,197,548,DESC. VR NAO UTILIZADO,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""548"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VR NAO UTILIZADO"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4293,,198,550,DESC. PAGTO. INDEVIDO,9299-Outros descontos,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""550"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. PAGTO. INDEVIDO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4294,,199,552,DESC. CONTRIB. ASSISTENCIAL LABORAL,9232-Contribuição Sindical – Assistencial,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""552"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL LABORAL"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4295,,200,554,DESC. 13º SALARIO,9214-13° salário – desconto de adiantamento,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""554"", ""Cód. FGTS"": ""12"", ""Cód. INSS"": ""12"", ""Cód. IRRF"": ""12"", ""Nome Evento"": ""DESC. 13º SALARIO"", ""Natureza E-social"": ""9214-13° salário – desconto de adiantamento""}",2026-03-27 16:02:24.74194
4296,,201,555,DESC. 13º SALARIO ANTECIPADO,9214-13° salário – desconto de adiantamento,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""555"", ""Cód. FGTS"": ""12"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. 13º SALARIO ANTECIPADO"", ""Natureza E-social"": ""9214-13° salário – desconto de adiantamento""}",2026-03-27 16:02:24.74194
4297,,202,556,DESC. MEDIAS ANTECIPACAO 13º SALARIO,9214-13° salário – desconto de adiantamento,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""556"", ""Cód. FGTS"": ""12"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. MEDIAS ANTECIPACAO 13º SALARIO"", ""Natureza E-social"": ""9214-13° salário – desconto de adiantamento""}",2026-03-27 16:02:24.74194
4298,,203,558,DESC. ANTEC. ADIC. INSALUBRIDADE S/13º 1ª PARCELA,9214-13° salário – desconto de adiantamento,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""558"", ""Cód. FGTS"": ""12"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. ANTEC. ADIC. INSALUBRIDADE S/13º 1ª PARCELA"", ""Natureza E-social"": ""9214-13° salário – desconto de adiantamento""}",2026-03-27 16:02:24.74194
4299,,204,560,DESC. FERIAS PAGAS,9221-Desconto de férias,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""560"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. FERIAS PAGAS"", ""Natureza E-social"": ""9221-Desconto de férias""}",2026-03-27 16:02:24.74194
4300,,205,564,DESC. 2ª VIA CARTAO ALIMENTACAO,9299-Outros descontos,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""564"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. 2ª VIA CARTAO ALIMENTACAO"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4301,,206,566,DESC. I.N.S.S.,9201-Contribuição Previdenciária,31,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""566"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""31"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. I.N.S.S."", ""Natureza E-social"": ""9201-Contribuição Previdenciária""}",2026-03-27 16:02:24.74194
4302,,207,570,DESC. I.R.F.,9203-Imposto de renda retido na fonte,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""570"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""31"", ""Nome Evento"": ""DESC. I.R.F."", ""Natureza E-social"": ""9203-Imposto de renda retido na fonte""}",2026-03-27 16:02:24.74194
4303,,208,571,DESC. I.R.F. S/FERIAS,9203-Imposto de renda retido na fonte,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""571"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""33"", ""Nome Evento"": ""DESC. I.R.F. S/FERIAS"", ""Natureza E-social"": ""9203-Imposto de renda retido na fonte""}",2026-03-27 16:02:24.74194
4304,,209,572,DESC. I.R.F. S/13º SALARIO,9203-Imposto de renda retido na fonte,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""572"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""32"", ""Nome Evento"": ""DESC. I.R.F. S/13º SALARIO"", ""Natureza E-social"": ""9203-Imposto de renda retido na fonte""}",2026-03-27 16:02:24.74194
4305,,210,575,DESC. CONTRIB. ASSISTENCIAL - SINDMAN,9232-Contribuição Sindical – Assistencial,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""575"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL - SINDMAN"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4306,,211,577,DESC. VA NAO UTILIZADO MES ANTERIOR,9299-Outros descontos,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""577"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VA NAO UTILIZADO MES ANTERIOR"", ""Natureza E-social"": ""9299-Outros descontos""}",2026-03-27 16:02:24.74194
4307,,212,578,DESC. VALE LANCHE NAO UTILIZADO,"9243-Cesta básica ou refeição, vinculada ao PAT - Desconto",0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""578"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. VALE LANCHE NAO UTILIZADO"", ""Natureza E-social"": ""9243-Cesta básica ou refeição, vinculada ao PAT - Desconto""}",2026-03-27 16:02:24.74194
4308,,213,579,DESC. FALTAS (DIAS) MES ANTERIOR,9207-Faltas,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""579"", ""Cód. FGTS"": ""11"", ""Cód. INSS"": ""11"", ""Cód. IRRF"": ""11"", ""Nome Evento"": ""DESC. FALTAS (DIAS) MES ANTERIOR"", ""Natureza E-social"": ""9207-Faltas""}",2026-03-27 16:02:24.74194
4309,,214,580,INDENIZACAO ARTº 480,6904-Multa prevista no art. 480 da CLT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""580"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""INDENIZACAO ARTº 480"", ""Natureza E-social"": ""6904-Multa prevista no art. 480 da CLT""}",2026-03-27 16:02:24.74194
4310,,215,582,DESC. CONTRIB. COL. LAB. SINTACLUNS,9232-Contribuição Sindical – Assistencial,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""582"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CONTRIB. COL. LAB. SINTACLUNS"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4311,,216,584,DESC. MENS. SINDICAL,9231-Contribuição Sindical – Associativa,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""584"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. MENS. SINDICAL"", ""Natureza E-social"": ""9231-Contribuição Sindical – Associativa""}",2026-03-27 16:02:24.74194
4312,,217,585,DESC. MENS. SINDICAL MES ANTERIOR,9231-Contribuição Sindical – Associativa,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""585"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. MENS. SINDICAL MES ANTERIOR"", ""Natureza E-social"": ""9231-Contribuição Sindical – Associativa""}",2026-03-27 16:02:24.74194
4313,,218,586,DESC. CONTRIB. SINDICAL,9230-Contribuição sindical laboral,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""586"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CONTRIB. SINDICAL"", ""Natureza E-social"": ""9230-Contribuição sindical laboral""}",2026-03-27 16:02:24.74194
4314,,219,587,DESC. CONTRIB. CONFEDERATIVA,9233-Contribuição sindical – Confederativa,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""587"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CONTRIB. CONFEDERATIVA"", ""Natureza E-social"": ""9233-Contribuição sindical – Confederativa""}",2026-03-27 16:02:24.74194
4315,,220,590,DESC. CONTRIB. ASSISTENCIAL MES ANTERIOR,9232-Contribuição Sindical – Assistencial,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""590"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""0"", ""Nome Evento"": ""DESC. CONTRIB. ASSISTENCIAL MES ANTERIOR"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
4316,,221,591,DESC. CONTRIB. COLABORATIVA LABORAL,9232-Contribuição Sindical – Assistencial,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Código"": ""591"", ""Cód. FGTS"": ""0"", ""Cód. INSS"": ""0"", ""Cód. IRRF"": ""9"", ""Nome Evento"": ""DESC. CONTRIB. COLABORATIVA LABORAL"", ""Natureza E-social"": ""9232-Contribuição Sindical – Assistencial""}",2026-03-27 16:02:24.74194
